Sport,Country,League Name,Margin,Total Records,Avg. Odd,Success Rate,Money Per Game,Kelly,Number Of Seasons,No Of Positive Seasons,Money Low,Money High
soccer,asia,east-asian-championship-women,1.50,1,1.4100,0.0000,-1.0000,-2.4390,1,0,-1,-1
soccer,asia,east-asian-championship,1.30,7,1.0788,0.8750,-0.0550,-0.7123,4,3,-0.43,0.12
soccer,asia,east-asian-games-women,1.50,1,1.4800,0.0000,-1.0000,-2.0833,1,0,-1,-1
soccer,asia,gulf-clubs-championship,1.50,2,1.4650,0.0000,-1.0000,-2.1505,2,0,-1,-1
soccer,asia,gulf-cup-of-nations,1.30,1,1.2200,1.0000,0.2200,1.0000,1,1,0.22,0.22
soccer,asia,gulf-cup-of-nations,1.50,2,1.3600,0.0000,-1.0000,-2.7778,1,0,-1,-1
soccer,asia,presidents-cup,1.30,1,1.2000,1.0000,0.2000,1.0000,1,1,0.2,0.2
soccer,asia,presidents-cup,1.50,2,1.4650,1.0000,0.4650,1.0000,2,2,0.43,0.5
soccer,asia,saff-championship,1.30,4,1.0725,1.0000,0.0725,1.0000,2,2,0.04,0.105
soccer,asia,saff-championship,1.50,3,1.4700,0.5000,-0.2650,-0.5638,2,1,-1,0.47
soccer,asia,southeast-asian-games,1.30,10,1.1750,1.0000,0.1750,1.0000,1,1,0.175,0.175
soccer,asia,southeast-asian-games,1.50,3,1.3900,0.7500,0.0625,0.1090,2,1,-0.285,0.41
soccer,asia,west-asian-football-championship,1.30,1,1.2400,1.0000,0.2400,1.0000,1,1,0.24,0.24
soccer,australia-oceania,ofc-champions-league,1.30,13,1.1650,0.8667,0.0023,0.0586,5,3,-0.296666666666667,0.28
soccer,australia-oceania,ofc-champions-league,1.50,4,1.3633,0.8333,0.1217,0.3746,3,2,-0.345,0.36
soccer,australia-oceania,ofc-championship-u20,1.30,3,1.1100,0.6667,-0.2733,-2.3636,1,0,-0.273333333333333,-0.273333333333333
soccer,australia-oceania,ofc-nations-cup,1.30,4,1.0700,1.0000,0.0700,1.0000,2,2,0.05,0.09
soccer,australia-oceania,ofc-nations-cup,1.50,1,1.5000,1.0000,0.5000,1.0000,1,1,0.5,0.5
soccer,australia,a-league,1.30,4,1.3000,1.0000,0.3000,1.0000,1,1,0.3,0.3
soccer,australia,a-league,1.50,19,1.4400,0.5833,-0.1538,-0.3636,4,2,-1,0.48
soccer,australia,brisbane-premier-league,1.30,109,1.1810,0.7000,-0.1682,-0.9575,6,2,-1,0.19
soccer,australia,brisbane-premier-league,1.50,67,1.4072,0.7778,0.0900,0.2321,6,5,-0.503333333333333,0.42
soccer,australia,capital-territory,1.30,55,1.1548,0.8373,-0.0298,-0.2138,4,2,-0.338571428571429,0.175
soccer,australia,capital-territory,1.50,26,1.4029,0.6667,-0.0663,-0.1606,4,1,-0.53,0.37
soccer,australia,ffa-cup,1.30,25,1.1400,0.9410,0.0681,0.5193,4,3,-0.0155555555555555,0.161666666666667
soccer,australia,ffa-cup,1.50,14,1.4000,0.6375,-0.1161,-0.2688,4,2,-0.6525,0.38
soccer,australia,national-premier-leagues-play-offs,1.50,1,1.4200,1.0000,0.4200,1.0000,1,1,0.42,0.42
soccer,australia,national-youth-league,1.30,9,1.2406,0.8333,0.0356,0.1405,3,2,-0.36,0.28
soccer,australia,national-youth-league,1.50,8,1.4033,0.6667,-0.0467,-0.1598,3,2,-1,0.44
soccer,australia,northern-nsw,1.30,20,1.2147,0.6667,-0.2153,-0.8857,3,2,-1,0.2075
soccer,australia,northern-nsw,1.50,37,1.4232,0.5536,-0.2186,-0.5013,4,1,-1,0.44
soccer,australia,npl-nsw,1.30,12,1.2317,1.0000,0.2317,1.0000,2,2,0.163333333333333,0.3
soccer,australia,npl-nsw,1.50,56,1.4251,0.6000,-0.1474,-0.3410,8,4,-1,0.48
soccer,australia,npl-queensland,1.30,67,1.1154,0.9750,0.0874,0.7584,5,4,-0.00624999999999998,0.183333333333333
soccer,australia,npl-queensland,1.50,70,1.3947,0.7778,0.0906,0.2148,6,3,-0.3125,0.5
soccer,australia,npl-south-australian,1.30,20,1.2325,1.0000,0.2325,1.0000,4,4,0.21,0.27
soccer,australia,npl-south-australian,1.50,56,1.4162,0.4286,-0.3987,-0.9444,7,1,-1,0.31
soccer,australia,npl-tasmania,1.30,74,1.1088,0.9125,0.0081,0.1080,4,3,-0.1825,0.110909090909091
soccer,australia,npl-tasmania,1.50,32,1.3853,0.5446,-0.2404,-0.6372,4,2,-1,0.413333333333333
soccer,australia,npl-victoria,1.30,57,1.1963,0.8694,0.0408,0.2044,6,3,-0.206666666666667,0.22
soccer,australia,npl-victoria,1.50,55,1.4044,0.7708,0.0642,0.2041,8,5,-1,0.425
soccer,australia,npl-western-australia,1.30,18,1.2272,1.0000,0.2272,1.0000,3,3,0.146666666666667,0.275
soccer,australia,npl-western-australia,1.50,84,1.4404,0.6146,-0.1260,-0.2607,8,4,-1,0.456666666666667
soccer,australia,w-league,1.30,36,1.2018,0.7417,-0.1193,-0.5388,5,3,-0.583333333333333,0.21
soccer,australia,w-league,1.50,25,1.3940,0.5000,-0.2970,-0.7690,5,1,-1,0.33
soccer,austria,erste-liga,1.30,20,1.2678,1.0000,0.2678,1.0000,3,3,0.253333333333333,0.29
soccer,austria,erste-liga,1.50,20,1.3878,0.8889,0.2356,0.6024,3,2,-0.0633333333333334,0.39
soccer,austria,ofb-cup,1.30,268,1.1792,0.8561,0.0065,0.0531,12,6,-0.248235294117647,0.29
soccer,austria,ofb-cup,1.50,164,1.4049,0.7363,0.0356,0.0850,12,7,-0.3,0.431666666666667
soccer,austria,regionalliga-central,1.30,15,1.1933,1.0000,0.1933,1.0000,3,3,0.0900000000000001,0.27
soccer,austria,regionalliga-central,1.50,86,1.4300,0.5556,-0.2067,-0.4780,9,3,-1,0.45
soccer,austria,regionalliga-east,1.30,10,1.2400,0.5000,-0.3600,-1.5833,2,1,-1,0.28
soccer,austria,regionalliga-east,1.50,69,1.4089,0.5278,-0.2717,-0.6271,9,4,-1,0.4
soccer,austria,regionalliga-west,1.30,19,1.1600,1.0000,0.1600,1.0000,4,4,0.0600000000000001,0.27
soccer,austria,regionalliga-west,1.50,107,1.4283,0.7407,0.0600,0.1355,9,4,-0.503333333333333,0.46
soccer,austria,tipico-bundesliga,1.30,12,1.2533,0.6667,-0.1600,-0.6491,3,2,-1,0.26
soccer,austria,tipico-bundesliga,1.50,60,1.3986,0.8611,0.2139,0.5127,9,8,-1,0.48
soccer,azerbaijan,azerbaijan-cup,1.30,7,1.1646,0.9167,0.0663,0.4103,4,3,-0.17,0.225
soccer,azerbaijan,azerbaijan-cup,1.50,12,1.3975,0.8929,0.2486,0.6233,7,6,-0.25,0.49
soccer,azerbaijan,premier-league,1.30,28,1.1990,0.9000,0.0880,0.3975,5,4,-0.39,0.27
soccer,azerbaijan,premier-league,1.50,56,1.4248,0.4667,-0.3275,-0.7889,6,2,-1,0.406666666666667
soccer,bahrain,bahrain-cup,1.30,31,1.1992,0.7470,-0.1054,-0.5228,4,1,-0.285714285714286,0.16
soccer,bahrain,bahrain-cup,1.50,22,1.4098,0.4500,-0.3652,-0.8920,2,0,-0.432,-0.298333333333333
soccer,bahrain,premier-league,1.30,10,1.2617,0.8333,0.0517,0.1964,3,2,-0.355,0.26
soccer,bahrain,premier-league,1.50,38,1.4044,0.7500,0.0419,0.1318,7,5,-1,0.44
soccer,bangladesh,premier-league,1.30,3,1.1800,0.5000,-0.4000,-2.2778,2,1,-1,0.2
soccer,bangladesh,premier-league,1.50,18,1.4158,0.6667,-0.0375,-0.1349,3,2,-1,0.45
soccer,belarus,belarusian-cup,1.30,54,1.2074,0.6628,-0.2093,-0.9632,8,1,-1,0.255
soccer,belarus,belarusian-cup,1.50,41,1.3919,0.6911,-0.0382,-0.0972,8,5,-0.325,0.355
soccer,belarus,vysshaya-liga,1.30,41,1.2378,0.7222,-0.1106,-0.4460,6,2,-0.35,0.29
soccer,belarus,vysshaya-liga,1.50,111,1.4224,0.6583,-0.0734,-0.1505,10,5,-1,0.466666666666667
soccer,belgium,1st-national-women,1.30,2,1.1000,1.0000,0.1000,1.0000,1,1,0.1,0.1
soccer,belgium,1st-national-women,1.50,2,1.4250,0.0000,-1.0000,-2.3529,1,0,-1,-1
soccer,belgium,belgian-cup-women,1.30,6,1.1392,0.6667,-0.2608,-1.7285,3,2,-1,0.13
soccer,belgium,belgian-cup-women,1.50,1,1.3200,1.0000,0.3200,1.0000,1,1,0.32,0.32
soccer,belgium,belgian-cup,1.30,36,1.2048,0.8197,-0.0150,-0.0608,11,7,-1,0.3
soccer,belgium,belgian-cup,1.50,22,1.4047,0.4222,-0.4160,-1.0056,9,3,-1,0.4
soccer,belgium,first-amateur-division,1.30,5,1.1800,1.0000,0.1800,1.0000,1,1,0.18,0.18
soccer,belgium,first-amateur-division,1.50,15,1.4533,0.6667,-0.0433,-0.0686,1,0,-0.0433333333333333,-0.0433333333333333
soccer,belgium,jupiler-league,1.30,13,1.2150,0.0000,-1.0000,-4.6512,2,0,-1,-1
soccer,belgium,jupiler-league,1.50,72,1.4230,0.6500,-0.0852,-0.1774,6,3,-1,0.42
soccer,belgium,proximus-league,1.30,52,1.1444,0.4444,-0.5033,-3.4017,3,1,-1,0.11
soccer,belgium,proximus-league,1.50,49,1.4450,0.6667,-0.0333,-0.0824,6,4,-1,0.5
soccer,belgium,second-amateur-division-group-vfv-a,1.30,20,1.2000,0.7500,-0.0875,-0.5000,2,1,-0.375,0.2
soccer,belgium,second-amateur-division-group-vfv-a,1.50,38,1.3975,0.4167,-0.4017,-1.0508,4,1,-1,0.45
soccer,belgium,second-amateur-division-group-vfv-b,1.30,26,1.2350,1.0000,0.2350,1.0000,3,3,0.175,0.3
soccer,belgium,second-amateur-division-group-vfv-b,1.50,37,1.4688,0.3750,-0.4413,-0.9583,4,1,-1,0.49
soccer,belgium,super-league-women,1.30,46,1.1160,0.8615,-0.0455,-0.3325,2,1,-0.114,0.0230769230769231
soccer,belgium,super-league-women,1.50,14,1.4510,0.8000,0.1630,0.3565,2,1,-0.134,0.46
soccer,bolivia,liga-de-futbol-prof,1.30,5,1.2200,1.0000,0.2200,1.0000,1,1,0.22,0.22
soccer,bolivia,liga-de-futbol-prof,1.50,22,1.4700,0.3333,-0.5200,-1.0851,3,1,-1,0.44
soccer,bosnia-and-herzegovina,bosnia-and-herzegovina-cup,1.30,4,1.2433,1.0000,0.2433,1.0000,3,3,0.18,0.3
soccer,bosnia-and-herzegovina,bosnia-and-herzegovina-cup,1.50,5,1.4078,0.8889,0.2567,0.6164,3,2,-0.05,0.42
soccer,bosnia-and-herzegovina,premier-league,1.30,34,1.2089,1.0000,0.2089,1.0000,3,3,0.123333333333333,0.3
soccer,bosnia-and-herzegovina,premier-league,1.50,68,1.4042,0.6528,-0.0979,-0.2063,6,3,-1,0.41
soccer,botswana,premier-league,1.30,1,1.0800,1.0000,0.0800,1.0000,1,1,0.0800000000000001,0.0800000000000001
soccer,botswana,premier-league,1.50,1,1.4100,1.0000,0.4100,1.0000,1,1,0.41,0.41
soccer,brazil,campeonato-alagoano,1.30,1,1.2500,1.0000,0.2500,1.0000,1,1,0.25,0.25
soccer,brazil,campeonato-alagoano,1.50,3,1.4500,1.0000,0.4500,1.0000,1,1,0.45,0.45
soccer,brazil,campeonato-baiano,1.30,4,1.1750,1.0000,0.1750,1.0000,1,1,0.175,0.175
soccer,brazil,campeonato-baiano,1.50,18,1.4278,0.4222,-0.3987,-0.9284,3,0,-1,-0.0600000000000001
soccer,brazil,campeonato-carioca,1.30,16,1.2550,0.7500,-0.0675,-0.2304,4,2,-0.39,0.25
soccer,brazil,campeonato-carioca,1.50,87,1.4254,0.6250,-0.1196,-0.2565,12,5,-1,0.44
soccer,brazil,campeonato-catarinense,1.50,2,1.4500,0.0000,-1.0000,-2.2222,1,0,-1,-1
soccer,brazil,campeonato-cearense,1.30,6,1.2225,1.0000,0.2225,1.0000,2,2,0.215,0.23
soccer,brazil,campeonato-cearense,1.50,15,1.4017,0.5417,-0.2375,-0.5994,4,1,-1,0.38
soccer,brazil,campeonato-gaucho,1.50,6,1.4650,0.5000,-0.2500,-0.5753,2,1,-1,0.5
soccer,brazil,campeonato-goiano,1.50,4,1.3400,1.0000,0.3400,1.0000,2,2,0.31,0.37
soccer,brazil,campeonato-matogrossense,1.30,1,1.2100,1.0000,0.2100,1.0000,1,1,0.21,0.21
soccer,brazil,campeonato-matogrossense,1.50,3,1.4450,0.7500,0.0750,0.1882,2,1,-0.31,0.46
soccer,brazil,campeonato-mineiro,1.30,8,1.2325,0.5000,-0.3700,-1.6505,1,0,-0.37,-0.37
soccer,brazil,campeonato-mineiro,1.50,14,1.4355,0.7500,0.0780,0.1759,5,4,-1,0.47
soccer,brazil,campeonato-paraibano,1.30,2,1.3000,0.0000,-1.0000,-3.3333,1,0,-1,-1
soccer,brazil,campeonato-paranaense,1.50,2,1.4800,1.0000,0.4800,1.0000,1,1,0.48,0.48
soccer,brazil,campeonato-paulista,1.30,5,1.2800,0.5000,-0.3650,-1.2857,2,1,-1,0.27
soccer,brazil,campeonato-paulista,1.50,55,1.4457,0.8148,0.1733,0.3994,9,7,-1,0.5
soccer,brazil,campeonato-pernambucano,1.30,6,1.2275,0.7500,-0.0875,-0.3489,2,1,-0.395,0.22
soccer,brazil,campeonato-pernambucano,1.50,8,1.4150,0.5000,-0.3100,-0.7048,2,1,-1,0.38
soccer,brazil,campeonato-piauiense,1.50,1,1.4400,1.0000,0.4400,1.0000,1,1,0.44,0.44
soccer,brazil,campeonato-potiguar,1.30,1,1.1600,1.0000,0.1600,1.0000,1,1,0.16,0.16
soccer,brazil,campeonato-potiguar,1.50,2,1.4650,0.5000,-0.2500,-0.5753,2,1,-1,0.5
soccer,brazil,campeonato-sergipano,1.30,1,1.0500,1.0000,0.0500,1.0000,1,1,0.05,0.05
soccer,brazil,campeonato-sergipano,1.50,1,1.3900,1.0000,0.3900,1.0000,1,1,0.39,0.39
soccer,brazil,copa-do-brasil,1.50,45,1.4067,0.6458,-0.1079,-0.2251,8,4,-1,0.415
soccer,brazil,copa-do-nordeste,1.30,2,1.1600,1.0000,0.1600,1.0000,1,1,0.16,0.16
soccer,brazil,copa-do-nordeste,1.50,8,1.4767,0.3333,-0.5233,-1.0653,2,0,-1,-0.0466666666666666
soccer,brazil,primeira-liga,1.50,1,1.3600,0.0000,-1.0000,-2.7778,1,0,-1,-1
soccer,brazil,serie-a,1.30,8,1.2900,0.0000,-1.0000,-3.4483,1,0,-1,-1
soccer,brazil,serie-a,1.50,16,1.4400,1.0000,0.4400,1.0000,2,2,0.41,0.47
soccer,brazil,serie-b,1.30,8,1.2900,0.0000,-1.0000,-3.4483,1,0,-1,-1
soccer,brazil,serie-b,1.50,48,1.3858,0.5000,-0.3058,-0.7959,3,1,-1,0.42
soccer,brazil,serie-c,1.30,4,1.2400,1.0000,0.2400,1.0000,1,1,0.24,0.24
soccer,brazil,serie-c,1.50,8,1.4450,1.0000,0.4450,1.0000,2,2,0.4,0.49
soccer,brazil,serie-d,1.50,2,1.4300,1.0000,0.4300,1.0000,1,1,0.43,0.43
soccer,bulgaria,b-pfg-east,1.50,1,1.4400,0.0000,-1.0000,-2.2727,1,0,-1,-1
soccer,bulgaria,bulgarian-cup,1.30,74,1.1558,0.7938,-0.0838,-0.5301,9,3,-0.223333333333333,0.167142857142857
soccer,bulgaria,bulgarian-cup,1.50,36,1.4175,0.6204,-0.1221,-0.2889,9,2,-0.65,0.425
soccer,bulgaria,parva-liga,1.30,176,1.1992,0.8157,-0.0262,-0.1095,10,5,-0.415,0.27
soccer,bulgaria,parva-liga,1.50,155,1.4026,0.6833,-0.0486,-0.1033,11,6,-1,0.41
soccer,bulgaria,vtora-liga,1.30,3,1.1700,0.0000,-1.0000,-5.8824,1,0,-1,-1
soccer,bulgaria,vtora-liga,1.50,3,1.3400,1.0000,0.3400,1.0000,1,1,0.34,0.34
soccer,cambodia,c-league,1.30,1,1.3000,1.0000,0.3000,1.0000,1,1,0.3,0.3
soccer,cambodia,c-league,1.50,1,1.4500,0.0000,-1.0000,-2.2222,1,0,-1,-1
soccer,cameroon,elite-one,1.50,3,1.4700,1.0000,0.4700,1.0000,1,1,0.47,0.47
soccer,canada,csl,1.30,49,1.2205,1.0000,0.2205,1.0000,7,7,0.1625,0.28
soccer,canada,csl,1.50,103,1.4014,0.6024,-0.1662,-0.3881,9,3,-1,0.396666666666667
soccer,chile,chilean-cup,1.30,10,1.2450,0.5000,-0.3720,-1.5408,5,2,-1,0.3
soccer,chile,chilean-cup,1.50,27,1.4422,0.8056,0.1592,0.3659,6,3,-0.29,0.465
soccer,chile,primera-division,1.30,23,1.2700,0.7500,-0.0450,-0.1759,4,3,-1,0.3
soccer,chile,primera-division,1.50,7,1.5000,0.0000,-1.0000,-2.0000,1,0,-1,-1
soccer,china,fa-cup,1.30,68,1.2095,0.7981,-0.0346,-0.1656,4,2,-0.182,0.121818181818182
soccer,china,fa-cup,1.50,29,1.3748,0.9100,0.2554,0.6699,5,5,0.0625,0.39
soccer,china,jia-league,1.30,37,1.1881,0.7778,-0.0936,-0.4039,6,4,-1,0.29
soccer,china,jia-league,1.50,115,1.4289,0.5917,-0.1582,-0.3603,8,3,-1,0.413333333333333
soccer,china,super-league,1.30,4,1.1900,1.0000,0.1900,1.0000,1,1,0.19,0.19
soccer,china,super-league,1.50,68,1.4129,0.8929,0.2630,0.6333,6,5,-0.315,0.49
soccer,china,yi-league,1.30,9,1.2450,1.0000,0.2450,1.0000,2,2,0.22,0.27
soccer,china,yi-league,1.50,17,1.3513,1.0000,0.3513,1.0000,2,2,0.31,0.3925
soccer,colombia,copa-aguila,1.50,13,1.4467,0.3333,-0.5133,-1.1592,3,1,-1,0.46
soccer,colombia,liga-aguila,1.50,35,1.4650,0.8333,0.2383,0.4749,3,2,-0.285,0.5
soccer,colombia,torneo-aguila,1.50,8,1.4800,0.0000,-1.0000,-2.0833,1,0,-1,-1
soccer,costa-rica,copa-costa-rica,1.30,1,1.3000,1.0000,0.3000,1.0000,1,1,0.3,0.3
soccer,costa-rica,copa-costa-rica,1.50,2,1.4500,1.0000,0.4500,1.0000,1,1,0.45,0.45
soccer,costa-rica,primera-division,1.50,17,1.3850,1.0000,0.3850,1.0000,2,2,0.35,0.42
soccer,croatia,1-hnl,1.30,50,1.2229,0.8750,0.0692,0.3143,6,4,-0.4,0.27
soccer,croatia,1-hnl,1.50,104,1.4083,0.7308,0.0335,0.0713,13,7,-1,0.49
soccer,croatia,2-hnl,1.50,6,1.3500,0.0000,-1.0000,-2.8571,2,0,-1,-1
soccer,croatia,croatian-cup,1.30,89,1.1561,0.8799,0.0129,0.1106,11,7,-0.158571428571429,0.22
soccer,croatia,croatian-cup,1.50,33,1.4056,0.7892,0.1121,0.2694,11,8,-0.54,0.48
soccer,cyprus,2-division-b1,1.50,2,1.4450,1.0000,0.4450,1.0000,1,1,0.445,0.445
soccer,cyprus,cyprus-cup,1.30,34,1.2061,0.8571,0.0327,0.1641,9,6,-0.405,0.3
soccer,cyprus,cyprus-cup,1.50,29,1.3870,0.6722,-0.0757,-0.1747,9,5,-1,0.373333333333333
soccer,cyprus,division-2,1.30,14,1.1457,0.8571,-0.0200,-0.1232,1,0,-0.02,-0.02
soccer,cyprus,division-2,1.50,13,1.3853,0.9333,0.2927,0.7603,3,3,0.118,0.42
soccer,cyprus,first-division,1.30,91,1.2011,0.9300,0.1156,0.5820,10,8,-0.395,0.27
soccer,cyprus,first-division,1.50,116,1.4226,0.6875,-0.0246,-0.0520,12,5,-1,0.49
soccer,czech-republic,1-liga,1.30,20,1.2083,0.8333,-0.0083,0.0333,3,2,-0.415,0.22
soccer,czech-republic,1-liga,1.50,35,1.4250,0.5000,-0.2870,-0.6765,5,2,-1,0.42
soccer,czech-republic,cfl,1.30,42,1.2150,0.9000,0.0890,0.4349,2,1,-0.022,0.2
soccer,czech-republic,cfl,1.50,60,1.4125,0.8833,0.2458,0.6005,5,4,-0.0933333333333333,0.45
soccer,czech-republic,division-2,1.30,35,1.1858,1.0000,0.1858,1.0000,3,3,0.1725,0.205
soccer,czech-republic,division-2,1.50,26,1.4188,0.5000,-0.2838,-0.6940,4,2,-1,0.45
soccer,czech-republic,division-a,1.30,4,1.2850,0.5000,-0.3550,-1.2544,1,0,-0.355,-0.355
soccer,czech-republic,division-a,1.50,10,1.3940,1.0000,0.3940,1.0000,1,1,0.394,0.394
soccer,czech-republic,division-b,1.30,1,1.1700,1.0000,0.1700,1.0000,1,1,0.17,0.17
soccer,czech-republic,division-b,1.50,1,1.5000,0.0000,-1.0000,-2.0000,1,0,-1,-1
soccer,czech-republic,division-c,1.30,1,1.0300,1.0000,0.0300,1.0000,1,1,0.03,0.03
soccer,czech-republic,division-d,1.30,3,1.2267,0.6667,-0.1567,-0.8039,1,0,-0.156666666666667,-0.156666666666667
soccer,czech-republic,division-d,1.50,1,1.3500,0.0000,-1.0000,-2.8571,1,0,-1,-1
soccer,czech-republic,division-e,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
soccer,czech-republic,first-league-women,1.30,29,1.0553,0.8695,-0.0901,-1.4901,5,2,-0.252857142857143,0.05
soccer,czech-republic,first-league-women,1.50,4,1.4183,0.1667,-0.7783,-1.8254,3,0,-1,-0.335
soccer,czech-republic,mol-cup,1.30,216,1.1597,0.8494,-0.0195,-0.0942,12,5,-0.194285714285714,0.161666666666667
soccer,czech-republic,mol-cup,1.50,124,1.4213,0.6805,-0.0332,-0.0780,13,8,-1,0.49
soccer,czech-republic,msfl,1.30,13,1.2667,1.0000,0.2667,1.0000,3,3,0.25,0.29
soccer,czech-republic,msfl,1.50,33,1.4473,0.7667,0.1100,0.2451,5,3,-0.55,0.5
soccer,czech-republic,tipsport-liga,1.30,6,1.2800,0.8000,0.0200,0.0857,5,4,-1,0.3
soccer,czech-republic,tipsport-liga,1.50,10,1.4429,0.7500,0.0863,0.1856,6,4,-1,0.5
soccer,czech-republic,u19-league,1.30,6,1.2500,1.0000,0.2500,1.0000,1,1,0.25,0.25
soccer,czech-republic,u19-league,1.50,7,1.3950,1.0000,0.3950,1.0000,2,2,0.38,0.41
soccer,czech-republic,youth-league,1.30,33,1.2517,1.0000,0.2517,1.0000,2,2,0.203333333333333,0.3
soccer,czech-republic,youth-league,1.50,125,1.4221,0.8800,0.2489,0.5957,5,4,-0.158,0.47
soccer,denmark,1st-division,1.30,28,1.2690,0.8000,0.0140,0.0565,5,4,-1,0.29
soccer,denmark,1st-division,1.50,68,1.4088,0.8889,0.2488,0.6171,9,8,-1,0.48
soccer,denmark,2nd-division-east,1.30,42,1.1986,0.9167,0.0986,0.4971,6,5,-0.46,0.25
soccer,denmark,2nd-division-east,1.50,106,1.4087,0.8519,0.2013,0.4894,9,7,-0.265,0.5
soccer,denmark,2nd-division-group-1,1.50,25,1.3913,0.7500,0.0238,0.1110,2,1,-0.3025,0.35
soccer,denmark,2nd-division-group-2,1.50,25,1.3913,0.7500,0.0238,0.1110,2,1,-0.3025,0.35
soccer,denmark,2nd-division-group-3,1.50,25,1.3913,0.7500,0.0238,0.1110,2,1,-0.3025,0.35
soccer,denmark,2nd-division-promotion-group,1.50,12,1.4038,0.8750,0.2238,0.5654,2,2,0.0325,0.415
soccer,denmark,2nd-division-relegation-group,1.50,6,1.4700,0.3333,-0.5167,-1.0851,1,0,-0.516666666666667,-0.516666666666667
soccer,denmark,2nd-division-west,1.30,26,1.2350,0.6000,-0.2430,-1.1021,5,3,-1,0.3
soccer,denmark,2nd-division-west,1.50,124,1.4002,0.7037,-0.0177,-0.0367,9,5,-1,0.4
soccer,denmark,2nd-division,1.50,9,1.4233,0.6667,-0.0333,-0.1207,1,0,-0.0333333333333334,-0.0333333333333334
soccer,denmark,3f-ligaen-women,1.30,156,1.1207,0.8957,0.0005,0.0315,6,3,-0.113333333333333,0.102222222222222
soccer,denmark,3f-ligaen-women,1.50,38,1.4036,0.7722,0.0733,0.2078,6,3,-0.33,0.405
soccer,denmark,landspokal-cup,1.30,476,1.1484,0.8581,-0.0176,-0.0978,13,8,-0.596666666666667,0.184615384615385
soccer,denmark,landspokal-cup,1.50,181,1.3987,0.6227,-0.1380,-0.3237,13,6,-1,0.4
soccer,denmark,superliga,1.50,76,1.4306,0.8267,0.1802,0.4242,10,6,-0.31,0.49
soccer,dominican-republic,ldf,1.30,6,1.2467,0.6667,-0.1867,-0.6847,1,0,-0.186666666666667,-0.186666666666667
soccer,dominican-republic,ldf,1.50,4,1.3500,1.0000,0.3500,1.0000,1,1,0.35,0.35
soccer,ecuador,serie-a,1.30,12,1.2750,1.0000,0.2750,1.0000,1,1,0.275,0.275
soccer,ecuador,serie-a,1.50,12,1.4800,0.5000,-0.2650,-0.5417,2,1,-1,0.47
soccer,egypt,egypt-cup,1.30,2,1.2900,1.0000,0.2900,1.0000,2,2,0.28,0.3
soccer,egypt,egypt-cup,1.50,3,1.3933,0.3333,-0.5467,-1.3616,1,0,-0.546666666666667,-0.546666666666667
soccer,egypt,premier-league,1.30,23,1.2775,0.5000,-0.3625,-1.3018,4,2,-1,0.3
soccer,egypt,premier-league,1.50,41,1.4450,0.6000,-0.1370,-0.2989,5,2,-1,0.46
soccer,el-salvador,primera-division,1.50,6,1.4500,1.0000,0.4500,1.0000,1,1,0.45,0.45
soccer,england,bostik-league,1.30,11,1.1900,1.0000,0.1900,1.0000,1,1,0.19,0.19
soccer,england,bostik-league,1.50,78,1.3965,0.2000,-0.7110,-1.8177,4,1,-1,0.156
soccer,england,carabao-cup,1.30,20,1.2662,0.5238,-0.3386,-1.2651,7,3,-1,0.29
soccer,england,carabao-cup,1.50,67,1.4256,0.7000,-0.0031,-0.0048,13,7,-1,0.46
soccer,england,championship,1.50,33,1.4350,1.0000,0.4350,1.0000,2,2,0.4,0.47
soccer,england,fa-cup,1.30,168,1.2369,0.6803,-0.1668,-0.6691,11,6,-1,0.275
soccer,england,fa-cup,1.50,129,1.4160,0.8167,0.1528,0.3760,10,7,-1,0.5
soccer,england,fa-trophy,1.50,10,1.4767,0.3333,-0.5100,-1.0653,3,1,-1,0.47
soccer,england,league-one,1.50,11,1.4700,1.0000,0.4700,1.0000,1,1,0.47,0.47
soccer,england,league-two,1.50,66,1.4563,0.8750,0.2688,0.6010,4,3,-0.26,0.5
soccer,england,northern-premier-league,1.30,32,1.2350,0.5000,-0.4100,-1.6277,2,1,-1,0.18
soccer,england,northern-premier-league,1.50,123,1.4218,0.8929,0.2739,0.6388,7,6,-0.27,0.5
soccer,england,premier-league-2,1.50,6,1.4500,1.0000,0.4500,1.0000,1,1,0.45,0.45
soccer,england,premier-league-cup,1.50,10,1.4040,0.6000,-0.1680,-0.3901,1,0,-0.168,-0.168
soccer,england,premier-league-u21,1.50,34,1.4450,0.7222,0.0400,0.0980,3,1,-0.3,0.48
soccer,england,premier-league,1.30,64,1.2570,0.9333,0.1723,0.6739,5,4,-0.183333333333333,0.3
soccer,england,premier-league,1.50,128,1.4373,0.6354,-0.0922,-0.1983,8,4,-1,0.45
soccer,england,southern-premier-league,1.30,11,1.3000,1.0000,0.3000,1.0000,1,1,0.3,0.3
soccer,england,southern-premier-league,1.50,70,1.4340,0.8000,0.1520,0.3392,5,4,-1,0.485
soccer,england,vanarama-national-league-north,1.50,87,1.4456,0.7778,0.1244,0.2790,6,4,-1,0.5
soccer,england,vanarama-national-league-south,1.30,30,1.2325,0.5000,-0.4175,-1.6505,2,1,-1,0.165
soccer,england,vanarama-national-league-south,1.50,93,1.4267,0.5833,-0.1538,-0.3932,8,4,-1,0.48
soccer,england,vanarama-national-league,1.30,22,1.2600,1.0000,0.2600,1.0000,1,1,0.26,0.26
